url id,class label,domain, url keywords,first person,punctuation,html keywords,voting link tag
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B001Q3KQCM&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=cEmYYrW4tnemUTZ1zK6Hjfosg85A5pvIshNIaWID6DQ%3D,1,0,1,0.446998723,1.277139208,1.277139208,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00164T384&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=9E4t7jCKT1FPbtCKkWkWZep3tr4u5h%2B5uHhQwshkd%2BY%3D,1,0,1,0.458891013,0,0.764818356,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000CO89T8&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=Sh2xWoAYTB44f8x7AbUcr7hrHPg6CUXxQ%2BrYcS15fRo%3D,1,0,1,0.620155039,0.775193798,1.162790698,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00004SU35&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=lMF9NAdBu0zx9DUP0NL%2BodJHDBOIEtitbOHGaWpi9v8%3D,1,0,1,0.099469496,0.663129973,1.326259947,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B001LYFBHG&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=PoUUrWY%2BWn3J%2BRLtYkfREU7ZnOMrEDDgmqezsedb0jU%3D,1,0,1,0.852359209,1.217656012,3.652968037,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00002NC6F&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=mAga8hqeoWQmwotSjEJHpLxMTr0Sbz7yw%2BlZSaMb9Z8%3D,1,0,1,0.616937745,1.121704992,1.682557487,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B0008JIW8U&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=8vOAD%2BojI355%2ByVO57AFuevjcpu8ZKZfKqHdOvdvpTc%3D,1,0,1,0.888742594,0,2.304147465,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000RL1WNQ&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=OVw71YaRtB%2FNbsuRTSK1SYWAUsN%2B9HEwvla2q%2Bnde9M%3D,1,0,1,0.672043011,1.344086022,2.016129032,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00AU7GZXE&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=sysTq4lpewXWuvpLRfzs%2FxdaJyuzha2DNYeIg3xy8wY%3D,1,0,1,0.568720379,0,1.895734597,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00002N8CX&atag=aztag-20&exp=2013-04-24T07%3A26%3A59Z&summary=1&v=2&sig=3PEBYOR%2BNU9xZRZcSIS%2BHBGCEsKeE9khaS4bmzLuHxU%3D,1,0,1,0.168236878,0.336473755,2.01884253,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B001Q3KQCM&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=mVYAE4C8BhJw5gK2vV6NyuxGmALnJf0941PkP%2FHbqcM%3D,1,0,1,0.446998723,1.277139208,1.277139208,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00164T384&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=kyE3vOsVGQszHJip00M2L9Q3qeUrDMKWWJVWFDOaGCo%3D,1,0,1,0.458891013,0,0.764818356,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000CO89T8&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=aVApKOUaqeI0G6H449mUDK9OoD%2FN%2BX0CPl2F9k9tB%2FI%3D,1,0,1,0.620155039,0.775193798,1.162790698,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00004SU35&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=m%2BzXv5nfTQA%2BZ4BcIyVPgYtb54ND7HETxOl%2BkcniSgI%3D,1,0,1,0.099469496,0.663129973,1.326259947,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B001LYFBHG&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=8bQyVheCn1CV4zUAPgO43zashjU%2BXScblj1UsNKNRk8%3D,1,0,1,0.852359209,1.217656012,3.652968037,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00002NC6F&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=Ohh%2BL5eHIuAvxNQSlFHBsd1o7jHTTzb6SK02HKOOG%2BE%3D,1,0,1,0.616937745,1.121704992,1.682557487,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B0008JIW8U&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=Z7n3wIpGmk7mwhsmiQsjaEmutYmy6cAUKEz4ogpe288%3D,1,0,1,0.888742594,0,2.304147465,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000RL1WNQ&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=vF6JvPvrbjdca300xGAkk2zuv%2FkfifhAb0KseyR5LI0%3D,1,0,1,0.672043011,1.344086022,2.016129032,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00AU7GZXE&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=UROw%2Fw1pIdmFNtjryVD322a10XwR9ifRO3r2Msqaihg%3D,1,0,1,0.568720379,0,1.895734597,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00002N8CX&atag=aztag-20&exp=2013-04-24T07%3A27%3A09Z&summary=1&v=2&sig=AOWa78Gcv%2FPnEzxuul9za90hc8qtrTy4EhM2SNlOZuI%3D,1,0,1,0.168236878,0.336473755,2.01884253,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B001Q3KQCM&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=uhfr9qqiv66rTk8CUzdl38XrY4sQ9K6aBmcZiahI0uE%3D,1,0,1,0.446998723,1.277139208,1.277139208,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00164T384&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=S9QXTknVsY7b6nCoZ0IMI9JdjNQUTah5TAWgYpfy6JQ%3D,1,0,1,0.458891013,0,0.764818356,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000CO89T8&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=LW4zroeIW%2Fdc0pImyvNhu6PwPTqLD7A78UjFzVXUhDY%3D,1,0,1,0.620155039,0.775193798,1.162790698,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00004SU35&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=eMrTVm1XrSTssJE8Sl%2BsesGzyNq45ecknKRCwYFXrRU%3D,1,0,1,0.099469496,0.663129973,1.326259947,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B001LYFBHG&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=eu6u8wlabN7gHrK1KOFj2VAgVTxmQv0luyIRv%2F9jieg%3D,1,0,1,0.852359209,1.217656012,3.652968037,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00002NC6F&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=3%2B0lq4D2hvgtJXp%2BNgbY9eokFiegszuiF0dA8x4CJbw%3D,1,0,1,0.616937745,1.121704992,1.682557487,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B0008JIW8U&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=20rNg9pZ87VgdXt03huzs0UNcZ93lMGHlcidY90iDPc%3D,1,0,1,0.888742594,0,2.304147465,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000RL1WNQ&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=%2BS%2BiT5l8FOD736zUlSRlQaccWoUjB4d6hNJPt4IGXlw%3D,1,0,1,0.672043011,1.344086022,2.016129032,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00AU7GZXE&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=6a3xLERff253dUD%2BHmhFY9KxvkMLAwcrrEFDtMrs%2B3w%3D,1,0,1,0.568720379,0,1.895734597,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00002N8CX&atag=aztag-20&exp=2013-04-24T07%3A27%3A19Z&summary=1&v=2&sig=Mch%2B5PZagji6m1Kp3i%2FSr1mdm4MSHw4exwKfOXtsTb0%3D,1,0,1,0.168236878,0.336473755,2.01884253,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B0042D69WY&atag=aztag-20&exp=2013-04-24T07%3A28%3A03Z&summary=1&v=2&sig=CyrpM%2B%2B%2BqDYbPO%2BOI10CExYAuRPB%2B80JAURgukuJZRA%3D,1,0,1,0.286077559,0.635727908,2.860775588,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B004NYMQ88&atag=aztag-20&exp=2013-04-24T07%3A28%3A03Z&summary=1&v=2&sig=6CG0O3KETcKHqhgVDZ%2B2VrHtIxsp9T%2F5hDIbZRai5lQ%3D,1,0,1,0.170357751,5.110732538,4.258943782,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B002TOKHJE&atag=aztag-20&exp=2013-04-24T07%3A28%3A03Z&summary=1&v=2&sig=3k8pddFZtca1xBsXRd%2BVw0MjlG5270NkbIbcJSJtcvY%3D,1,0,1,0.893921335,1.191895113,2.383790226,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B00028XJNA&atag=aztag-20&exp=2013-04-24T07%3A28%3A03Z&summary=1&v=2&sig=wm6HSQNZkO%2By8GHgzxZjD5PM%2FdUTm4%2FzoILDS0mzajE%3D,1,0,1,0.432276657,1.080691643,2.161383285,1
http://www.amazon.com/reviews/iframe?akid=AKIAIR72V3YXT5I4EQSQ&alinkCode=xm2&asin=B000GCE5C6&atag=aztag-20&exp=2013-04-24T07%3A28%3A03Z&summary=1&v=2&sig=htf8kU5Yce6S7bJfooVOoS7kedhgZ9yetJ0VeCQS9IY%3D,1,0,1,0.71942446,1.438848921,1.438848921,1
